district,jiedao,juwei,project,address,match
黄浦区,五里桥街道,瞿东居委会,卢湾都市花园,鲁班路509弄,"""60194bcc7e3a052fd49774a1"""
黄浦区,五里桥街道,瞿东居委会,白云公寓,斜土路468号,"""60194b907e3a052fd49773cf"""
黄浦区,五里桥街道,瞿东居委会,蒙自大楼,斜土路448号,"""60194b787e3a052fd4977378"""
黄浦区,五里桥街道,瞿南居委会,开源大厦,瞿溪路1168号,"""601947a97e3a052fd4976777"""
黄浦区,五里桥街道,瞿南居委会,南园小区,打浦路457弄,"""601948497e3a052fd4976950"""
黄浦区,五里桥街道,瞿南居委会,永理小区,鲁班路562/4、瞿溪路1032弄、1034-1058、1060弄,
黄浦区,五里桥街道,瞿南居委会,江南造船大厦,鲁班路598弄1号,
黄浦区,五里桥街道,瞿南居委会,瞿溪小区,瞿溪路1072弄,
黄浦区,五里桥街道,瞿西居委会,爱心公寓,蒙自路440弄/10-15,"""60194b8d7e3a052fd49773c6"""
黄浦区,五里桥街道,瞿西居委会,自动化所小区,蒙380弄,
黄浦区,五里桥街道,瞿西居委会,瞿溪坊,瞿883(1-22)/蒙自路490弄,"""60194bbb7e3a052fd4977469"""
黄浦区,五里桥街道,瞿西居委会,爱心小区,蒙自路380弄、蒙自路440弄,
黄浦区,五里桥街道,瞿西居委会,蒙新小区,蒙自路440弄,
黄浦区,五里桥街道,瞿中居委会,鲁班小区,鲁班路400弄,
黄浦区,五里桥街道,瞿中居委会,永隆小区,打浦路303弄,
黄浦区,五里桥街道,瞿中居委会,晟隆小区,打浦路339弄,
黄浦区,五里桥街道,瞿中居委会,五岭、江南小区,瞿溪路1111弄,
黄浦区,五里桥街道,瞿中居委会,瞿中小区,瞿溪路1145弄,"""6019481c7e3a052fd49768be"""
黄浦区,五里桥街道,丽园居委会,制造小区,斜土路80弄/斜土路102弄,
黄浦区,五里桥街道,龙华居委会,南园大厦,龙华东路888弄3号,
黄浦区,五里桥街道,龙华居委会,龙华小区,中山南一路1012弄/中山南一路1020弄,"""60194bb97e3a052fd497745f"""
黄浦区,五里桥街道,龙华居委会,春江小区,中山南一路1048弄,
黄浦区,五里桥街道,蒙自居委会,焦化小区,打浦路480弄/打浦路500弄,
黄浦区,五里桥街道,蒙自居委会,裕兴大厦,瑞金南路345弄,
黄浦区,五里桥街道,蒙自居委会,中三小区,中山南一路1043弄,
黄浦区,五里桥街道,蒙自居委会,康衢小区,中山南一路1109弄,
黄浦区,五里桥街道,蒙自居委会,市民小区,瞿溪路1200弄,
黄浦区,五里桥街道,蒙自居委会,瞿西小区,瞿溪路1240弄/瞿溪路1254弄,
黄浦区,五里桥街道,蒙自居委会,东晖花苑,打浦路398弄,"""601948487e3a052fd497694d"""
黄浦区,五里桥街道,桥二居委会,大众家园,瞿溪路805、811弄,"""601a2c9b7e3a052fd499095a"""
黄浦区,五里桥街道,桥二居委会,鼎达公寓,蒙自路481弄,"""60194b9e7e3a052fd4977403"""
黄浦区,五里桥街道,桥二居委会,怡绿小区,五里桥路210弄,
黄浦区,五里桥街道,桥二居委会,德福苑,蒙自路501弄,"""60194bbb7e3a052fd497746c"""
黄浦区,五里桥街道,桥二居委会,联海小区,五里桥路260弄/五里桥路188弄,"""60194b7b7e3a052fd4977383"""
黄浦区,五里桥街道,桥二居委会,局门小区,蒙自路395弄/局门路434弄,
黄浦区,五里桥街道,桥一居委会,达新大楼,斜土路270、280号,"""60194b677e3a052fd497733b"""
黄浦区,五里桥街道,桥一居委会,安佳公寓,五里桥路235弄,"""60194b817e3a052fd497739d"""
黄浦区,五里桥街道,桥一居委会,桥二小区,蒙自路345弄/斜土路330弄,
黄浦区,五里桥街道,桥一居委会,桥一小区,斜土路262弄,"""60194bc57e3a052fd497748a"""
黄浦区,五里桥街道,桥一居委会,仁德坊,斜土路298弄,"""60194bc77e3a052fd4977492"""
黄浦区,五里桥街道,瑞南居委会,瑞南新苑,瑞金南路185弄,"""601948437e3a052fd4976942"""
黄浦区,五里桥街道,桑城居委会,局门路405弄小区,局门路405弄,
黄浦区,五里桥街道,桑城居委会,恭房小区,局门路361弄,
黄浦区,五里桥街道,桑城居委会,正达花苑,局门路361/弄,
黄浦区,五里桥街道,桑城居委会,东风大厦,斜土路118弄2号,
黄浦区,五里桥街道,桑城居委会,江南世纪新苑,局门路295弄,"""60194bc27e3a052fd497747e"""
黄浦区,五里桥街道,铁二居委会,申龙大楼,中山南一路892,"""60194bb17e3a052fd4977447"""
黄浦区,五里桥街道,铁二居委会,中南公寓,中山南一路904号,"""60194bb67e3a052fd4977456"""
黄浦区,五里桥街道,铁二居委会,铁二小区,铁道路776弄/铁道路676-684号,
黄浦区,五里桥街道,铁二居委会,中辉新苑,打浦路585弄,"""60194bd47e3a052fd49774be"""
黄浦区,五里桥街道,铁一居委会,鲁班大楼,鲁班路721弄,"""60194bd07e3a052fd49774b0"""
黄浦区,五里桥街道,斜土居委会,斜土小区,打浦路210弄,
黄浦区,五里桥街道,斜土居委会,复兴南苑,瞿溪路1199弄,"""601948357e3a052fd4976912"""
黄浦区,五里桥街道,斜土居委会,名盛苑,瑞金南路333弄,"""601948477e3a052fd497694b"""
黄浦区,五里桥街道,斜土居委会,郁金香花苑,斜土路810弄,"""6019483f7e3a052fd497692e"""
黄浦区,五里桥街道,斜土居委会,斜晖小区,打浦路316弄,
黄浦区,五里桥街道,斜土居委会,扬子江家园,打浦路258弄,"""6019483e7e3a052fd497692c"""
黄浦区,五里桥街道,中二居委会,东怡花苑,局门路599弄,"""60194ba27e3a052fd4977413"""
黄浦区,五里桥街道,中二居委会,局二小区,汝南街72-84、78/1-3,
黄浦区,五里桥街道,中二居委会,车配五厂,中山南一路447-453号,
黄浦区,五里桥街道,中二居委会,原水小区,瞿溪路680弄,"""60193e337e3a052fd49749ab"""
黄浦区,五里桥街道,中二居委会,局三小区,制造局路646弄、573弄,"""60194b8f7e3a052fd49773cd"""
黄浦区,五里桥街道,中一居委会,海上梦苑,蒙自路598弄、570-638、860、870,"""60194bc37e3a052fd4977480"""
黄浦区,五里桥街道,中一居委会,重矿大厦,局门路620号,"""60194b807e3a052fd497739a"""
黄浦区,五里桥街道,中一居委会,江南造船新苑,中山南一路721弄、瞿溪路926,
黄浦区,五里桥街道,中一居委会,中一小区,蒙自路601弄、瞿溪路838-846、瞿溪路830弄,
黄浦区,五里桥街道,中一居委会,百溪公寓,瞿溪路800弄、802-806,"""60194bbc7e3a052fd4977470"""
黄浦区,五里桥街道,中一居委会,鲁中小区,瞿溪路882-888、904弄,
黄浦区,五里桥街道,中一居委会,海上梦苑,蒙自路598弄,"""60194bc37e3a052fd4977480"""
黄浦区,五里桥街道,紫荆居委会,卢湾城市花园,鲁班路738弄,"""60194be17e3a052fd49774e9"""
黄浦区,五里桥街道,紫荆居委会,鲁班公寓,鲁班路776弄,"""60194bb97e3a052fd497745d"""
黄浦区,五里桥街道,紫荆居委会,紫荆新苑,鲁班路778弄,"""60194bde7e3a052fd49774e2"""
黄浦区,小东门街道,白渡居委会,悦来小区,悦来街38号,"""60194a287e3a052fd4976ebd"""
黄浦区,小东门街道,白渡居委会,福鑫小区,白渡路258弄,
黄浦区,小东门街道,白渡居委会,申江新苑,白渡路188号,"""60194a257e3a052fd4976eb6"""
黄浦区,小东门街道,金坛居委会,浩城花苑,黄家路88弄,
黄浦区,小东门街道,金坛居委会,集贤村,金坛路35弄,
黄浦区,小东门街道,金坛居委会,绿地名人苑,中华路429号,
黄浦区,小东门街道,金坛居委会,通达小区,乔家路19号,
黄浦区,小东门街道,金坛居委会,黄家小区,黄家路55弄,"""6019482d7e3a052fd49768f5"""
黄浦区,小东门街道,金坛居委会,南花苑,黄家路99弄,"""601948327e3a052fd4976904"""
黄浦区,小东门街道,金坛居委会,中恒小区,巡道街99号,
黄浦区,小东门街道,龙潭居委会,金外滩花园,中山南路200弄,"""60194a2c7e3a052fd4976ecc"""
黄浦区,小东门街道,龙潭居委会,滨江名人苑,中华路88弄,"""601a2b857e3a052fd49878ff"""
黄浦区,小东门街道,龙潭居委会,共和园小区,中华路106弄|  老太平弄209弄|中华路128弄,"""60194a247e3a052fd4976eb2"""
黄浦区,小东门街道,桑园居委会,阳光翠竹苑,陆家浜路521号,"""601948347e3a052fd497690b"""
黄浦区,小东门街道,西姚居委会,西姚小区,西姚家弄1-59号,"""60194e027e3a052fd4977be3"""
黄浦区,小东门街道,西姚居委会,学院小区,学院路1-15号,
黄浦区,小东门街道,西姚居委会,圣莲大厦,学院路18号,"""60194e0c7e3a052fd4977bfe"""
黄浦区,小东门街道,新码居委会,海琪苑,中山南路398号,
黄浦区,小东门街道,阳光居委会,阳光里,陆家浜路305弄4-8号,
黄浦区,小东门街道,阳光居委会,长峰馨园,南仓街118号,"""601948327e3a052fd4976906"""
黄浦区,小东门街道,阳光居委会,金南新苑,陆家浜路413号3、5号,"""6019482e7e3a052fd49768f9"""
黄浦区,小东门街道,阳光居委会,秀水苑二期,多稼路268号,
黄浦区,小东门街道,阳光居委会,阳光小区,陆家浜路305弄,
黄浦区,小东门街道,阳光居委会,陆家浜路413弄小区,陆家浜路413弄,
黄浦区,小东门街道,阳光居委会,秀水苑一期,多稼路168号,
黄浦区,小东门街道,中华居委会,中复小区,中华路211弄,"""60194e067e3a052fd4977bec"""
黄浦区,小东门街道,中华居委会,东业大厦,中华路185号,"""60194e0f7e3a052fd4977c03"""
黄浦区,小东门街道,中华居委会,江夏里小区,复兴东路349弄,"""60194cd57e3a052fd4977801"""
黄浦区,豫园街道,方西居委会,黄浦众鑫城小区,西藏南路555弄,
黄浦区,豫园街道,果育居委会,新地苑,复兴东路701弄,"""60194e147e3a052fd4977c12"""
黄浦区,豫园街道,果育居委会,复兴小区,复兴路663弄|张家弄132号|昼锦路180弄,"""60194e057e3a052fd4977bea"""
黄浦区,豫园街道,果育居委会,雅园,昼锦路180弄,"""60193ce47e3a052fd49745b3"""
黄浦区,豫园街道,淮海居委会,桃园新村,淮海东路89弄,
黄浦区,豫园街道,会稽居委会,慎余里,会稽路45弄,
黄浦区,豫园街道,会稽居委会,同康里小区,会稽路38弄,
黄浦区,豫园街道,露香居委会,东淮海公寓,人民路777弄,"""60194e167e3a052fd4977c19"""
黄浦区,豫园街道,太阳都市居委会,佳成公寓,河南南路300弄1号,
嘉定区,安亭镇,博泰社区居委会,博泰新苑,和静路1588弄,"""601943dc7e3a052fd4975b8b"""
嘉定区,安亭镇,博泰社区居委会,博泰景苑,和静路1585弄,"""601943dc7e3a052fd4975b8e"""
嘉定区,安亭镇,红梅社区居委会,红梅小区,昌吉路237弄35号| 昌吉路203弄|昌吉路215弄|昌吉路231弄|昌吉路237弄|昌吉路253弄|昌吉路,
嘉定区,安亭镇,红梅社区居委会,芙蓉新村,泽普路308弄1号-105号,"""601944e17e3a052fd4975e38"""
嘉定区,安亭镇,金桂社区居委会,金桂新村,南安路118弄,"""601944367e3a052fd4975c9b"""
嘉定区,安亭镇,金桂社区居委会,安亭名邸,南安路88弄1号,
嘉定区,安亭镇,沁富社区居委会,沁富佳苑,新源路1288弄,"""601944657e3a052fd4975d07"""
嘉定区,安亭镇,沁富社区居委会,沁乐小区,震川路69弄,"""601944437e3a052fd4975cb8"""
嘉定区,安亭镇,新安社区居委会,风苑,安礼路255弄1号-6号,
嘉定区,安亭镇,新安社区居委会,德绍豪斯,安礼路396弄,
嘉定区,安亭镇,新安社区居委会,魏玛原墅255弄,北安德路255弄1号-137号,
嘉定区,安亭镇,新安社区居委会,雅苑,安礼路258弄28号-83号,"""601959b67e3a052fd497a119"""
嘉定区,安亭镇,新安社区居委会,兴苑,安诚路338弄9号-46号,"""6019442f7e3a052fd4975c8d"""
嘉定区,安亭镇,新安社区居委会,赋苑,安诚路180弄7号-55号,
嘉定区,安亭镇,新安社区居委会,魏玛原墅355弄,北安德路355弄1号-256号,
嘉定区,安亭镇,新安社区居委会,颂苑,安智路100弄1号-91号,
嘉定区,安亭镇,新源社区居委会,和亭佳苑,民丰路897弄,"""601944447e3a052fd4975cc0"""
嘉定区,安亭镇,新源社区居委会,澳丽映象,新源路1025弄,"""601944697e3a052fd4975d0e"""
嘉定区,安亭镇,迎春社区居委会,迎春公寓,安亭镇阜康西路318弄,"""601944267e3a052fd4975c79"""
嘉定区,安亭镇,迎春社区居委会,协通公寓,昌吉路890号105号,"""6019443b7e3a052fd4975ca8"""
嘉定区,安亭镇,玉兰第二社区居委会,安亭新苑,新源路588弄1号-37号,"""601944447e3a052fd4975cbe"""
嘉定区,安亭镇,玉兰第二社区居委会,水仙小区、玉兰二村,昌吉路222弄|阜康西路199弄|昌吉路240弄|昌吉路248弄|昌吉路224号|昌吉路226号|昌吉路228号|昌吉路230号|昌吉路232号|昌吉路234号|昌吉路236号|昌吉路238号|昌吉路240号|昌吉路242号|昌吉路244号|昌吉路246号,
嘉定区,安亭镇,玉兰第三社区居委会,玉兰三村,墨玉路362弄75号,"""601944da7e3a052fd4975e27"""
嘉定区,安亭镇,玉兰第三社区居委会,翡翠公馆,墨玉路388弄,
嘉定区,安亭镇,玉兰第三社区居委会,泰宸舒庭,安亭镇阜康西路28弄,"""6019443e7e3a052fd4975caf"""
嘉定区,安亭镇,玉兰第一社区居委会,玉兰一村,墨玉路164弄,"""601944dd7e3a052fd4975e31"""
嘉定区,安亭镇,玉兰第一社区居委会,龙安佳苑,昌吉路168弄1号-17号,"""601944487e3a052fd4975cc4"""
嘉定区,安亭镇,紫荆社区居委会,紫荆三村、紫荆四村,泽普路108弄|墨玉路63弄,
嘉定区,安亭镇,紫荆社区居委会,紫荆二村,泽普路175弄,"""601944da7e3a052fd4975e2b"""
嘉定区,嘉定工业区,裕民社区居委会,清水颐园,裕民路1000弄93号,"""601946dc7e3a052fd497649c"""
嘉定区,嘉定镇街道,花园弄社区居委会,人民街78弄小区,人民街78弄,"""601945997e3a052fd4976065"""
嘉定区,嘉定镇街道,花园弄社区居委会,高层小区,清河路100弄,"""601945bc7e3a052fd49760cc"""
嘉定区,嘉定镇街道,汇龙潭社区居委会,汇龙公寓65弄,沙霞路65弄,
嘉定区,嘉定镇街道,汇龙潭社区居委会,金汇公寓,金沙路,"""6019460a7e3a052fd49761b1"""
嘉定区,嘉定镇街道,汇龙潭社区居委会,汇龙公寓77弄,沙霞路77弄,
嘉定区,嘉定镇街道,嘉中社区居委会,李园二村a,李园二村北片（金沙路以西，温宿路以北）,
嘉定区,嘉定镇街道,嘉中社区居委会,嘉钟花苑,温宿路6弄,"""601946107e3a052fd49761c6"""
嘉定区,嘉定镇街道,李园二村社区居委会,博乐公寓,博乐路265弄,"""601945c07e3a052fd49760d6"""
嘉定区,嘉定镇街道,李园二村社区居委会,李园二村,博乐路238号,"""601a27777e3a052fd49860cc"""
嘉定区,嘉定镇街道,李园二村社区居委会,李园二村东片,李园二村东片（博乐路以东，温宿路以南）,
嘉定区,嘉定镇街道,梅园社区居委会,梅园新村,梅园路300弄,
嘉定区,嘉定镇街道,秋霞社区居委会,秋霞公寓,东大街250弄,"""601946147e3a052fd49761ce"""
嘉定区,嘉定镇街道,秋霞社区居委会,金沙小区,金沙路331弄,"""601946ce7e3a052fd4976471"""
嘉定区,嘉定镇街道,秋霞社区居委会,金沙公寓,金沙路366弄,
嘉定区,嘉定镇街道,塔城路社区居委会,嘉宏公寓,南大街168弄,"""601946097e3a052fd49761ad"""
嘉定区,嘉定镇街道,银杏社区居委会,和华名苑,塔城路688弄,"""601944f37e3a052fd4975e6f"""
嘉定区,嘉定镇街道,银杏社区居委会,金地小区,塔城路718弄,
嘉定区,江桥镇,嘉城社区居委会,幸福港,海蓝路318弄,
嘉定区,江桥镇,嘉川社区居委会,爱琴海,海波路127弄,
嘉定区,江桥镇,嘉航社区居委会,新航域,海川路58弄,
嘉定区,江桥镇,嘉豪社区居委会,中星海上名豪苑一期,嘉涛路60弄,
嘉定区,江桥镇,嘉蓝社区居委会,香馥湾,海川路77弄,
嘉定区,菊园新区管委会,宝菊社区居委会,宝菊新家园,红石路699弄,"""601946917e3a052fd4976397"""
嘉定区,菊园新区管委会,嘉枫社区居委会,新城枫景,永靖路288弄,"""601946897e3a052fd497637d"""
嘉定区,菊园新区管委会,嘉枫社区居委会,嘉华居二期、三期,永靖路501弄,
嘉定区,菊园新区管委会,嘉枫社区居委会,嘉华居一期,平城路388弄,
嘉定区,菊园新区管委会,嘉富社区居委会,嘉仁坊嘉寿坊,棋盘路1001弄,
嘉定区,菊园新区管委会,嘉富社区居委会,嘉富坊,环城路160弄,
嘉定区,菊园新区管委会,嘉馨社区居委会,住友嘉馨,平城路606弄,
嘉定区,菊园新区管委会,嘉馨社区居委会,颐景园,棋盘路1385弄,
嘉定区,菊园新区管委会,嘉悠居委居委会,悠活城一期,红石路333弄,
嘉定区,菊园新区管委会,嘉悠居委居委会,悠活城二期,柳梁路118弄,
嘉定区,菊园新区管委会,泰宸社区居委会,汇丰荷苑,树屏路1517弄,"""601945e27e3a052fd4976137"""
嘉定区,菊园新区管委会,竹筱村村委会,汇丰凯苑,红石路730弄,"""601946927e3a052fd497639d"""
嘉定区,菊园新区管委会,竹筱居委,汇丰凯苑,红石路730弄,"""601946927e3a052fd497639d"""
嘉定区,马陆镇,白银一坊,金郡一期c,云屏路1399弄,
嘉定区,马陆镇,白银一坊,金郡一期b,临泽路88弄,
嘉定区,马陆镇,白银一坊,金郡一期a,临泽路89弄,
嘉定区,马陆镇,崇信社区,盘古天地二期,云屏路1199弄,
嘉定区,马陆镇,崇信社区,盘古天地一期,云屏路1188弄,
嘉定区,马陆镇,保利天鹅语,保利天鹅语,洪德路1380弄,"""601946bd7e3a052fd4976433"""
嘉定区,马陆镇,德立居委会,紫提湾88弄,德立路88弄,
嘉定区,马陆镇,封周一坊居委会,湖畔阳光苑一期,裕民南路336弄,
嘉定区,马陆镇,封周一坊居委会,湖畔阳光苑二期,封周路368弄,
嘉定区,马陆镇,好世皇马苑居委会（筹）,好世皇马苑,康丰路28弄,"""601946bf7e3a052fd4976437"""
嘉定区,马陆镇,洪德一坊居委会,保利家园一、二期,洪德路333弄,
嘉定区,马陆镇,洪德一坊居委会,保利三期,高台路353弄,
嘉定区,马陆镇,惠民家园,惠民家园,洪德路1285弄,"""601945e67e3a052fd4976144"""
嘉定区,马陆镇,金郡园二期,金郡二期c,临泽路188弄,
嘉定区,马陆镇,金郡园二期,金郡二期b,崇信路1518弄,
嘉定区,马陆镇,金郡园二期,金郡二期a,临泽路189弄,
嘉定区,马陆镇,云谷联合,白银时代,云谷路1233弄,
嘉定区,马陆镇,云谷联合,旭辉华庭,高台路1333弄,"""601946b57e3a052fd4976416"""
嘉定区,南翔镇,白鹤社区居委会,古猗园路355弄,古猗园路355弄,
嘉定区,南翔镇,白鹤社区居委会,民主街32弄,民主街32弄,"""6019472e7e3a052fd49765c4"""
嘉定区,南翔镇,白鹤社区居委会,民主街24弄,民主街24弄,"""601947427e3a052fd497660d"""
嘉定区,南翔镇,宝翔社区居委会,宏立瑞园,宝翔路560弄,"""601947877e3a052fd49766ff"""
嘉定区,南翔镇,德华社区居委会,德华一村,德华路316弄,"""6019477e7e3a052fd49766e0"""
嘉定区,南翔镇,德华社区居委会,嘉宝小区,古猗园路600弄,"""6019476d7e3a052fd49766a1"""
嘉定区,南翔镇,德园社区居委会,德华二村,德园路366弄,"""601947637e3a052fd497667c"""
嘉定区,南翔镇,德园社区居委会,德华三村,德园路425弄,"""601947637e3a052fd4976681"""
嘉定区,南翔镇,东园社区居委会,翔瑞新苑a,鹤槎路185弄,
嘉定区,南翔镇,东园社区居委会,翔瑞新苑,嘉年路119弄,"""601947567e3a052fd4976652"""
嘉定区,南翔镇,丰翔社区居委会,卢尔公寓,芳林路333弄,
嘉定区,南翔镇,丰翔社区居委会,曙光苑,丰翔路3055弄,"""601918f57e3a052fd496d502"""
嘉定区,南翔镇,古猗园社区居委会,民东一期,民主东街151弄,
嘉定区,南翔镇,古猗园社区居委会,民东二期,民主东街87弄,
嘉定区,南翔镇,古猗园社区居委会,民东16弄,民主东街16弄,
嘉定区,南翔镇,虹翔社区居委会,水产队,德园路627弄,
嘉定区,南翔镇,虹翔社区居委会,裕丰路201弄,裕丰路201弄,
嘉定区,南翔镇,虹翔社区居委会,德华四村,德园路570弄,"""601947687e3a052fd4976692"""
嘉定区,南翔镇,华丰社区,翔和雅苑a,德园路1500弄,
嘉定区,南翔镇,隽翔社区居委会,上隽佳苑,宝翔路998弄,
嘉定区,南翔镇,南华社区居委会,利群公寓,解放街118弄,
嘉定区,南翔镇,南华社区居委会,南华小区,南华路101弄,"""601947677e3a052fd497668e"""
嘉定区,南翔镇,清猗社区,清猗园,德华路80弄,
嘉定区,南翔镇,瑞林社区居委会,高尔夫公馆,栖林路265弄,
嘉定区,南翔镇,瑞林社区居委会,森林公馆,栖林路425弄,"""601947927e3a052fd4976729"""
嘉定区,南翔镇,天恩社区居委会,翔和雅苑,德园路1509弄,"""6019478e7e3a052fd497671d"""
嘉定区,南翔镇,天恩社区居委会,翔和雅苑b,德园路1437弄,
嘉定区,南翔镇,翔北社区居委会,阳光苑一区,浏翔公路999弄,
嘉定区,南翔镇,翔北社区居委会,阳光苑三区,浏翔公路1199弄,
嘉定区,南翔镇,翔华社区居委会,茗馨公寓,民主街495弄,"""601947427e3a052fd497660b"""
嘉定区,南翔镇,翔华社区居委会,猗园新村,火车站路185弄,
嘉定区,南翔镇,新翔社区居委会,新翔社区,真南路4889弄,
嘉定区,南翔镇,银翔社区居委会,银翔新村,古猗园路125弄,"""601947817e3a052fd49766e8"""
嘉定区,南翔镇,银翔社区居委会,祥源福邸,金通路1788弄,"""601947867e3a052fd49766fd"""
嘉定区,南翔镇,永翔社区居委会,永翔佳苑,金润路478弄,"""6019478a7e3a052fd4976708"""
嘉定区,南翔镇,永翔社区居委会,永翔家苑,金润路465弄,
嘉定区,南翔镇,云翔社区居委会,云翔小区,解放街320弄,"""601947437e3a052fd497660f"""
嘉定区,南翔镇,云翔社区居委会,永红小区,共和街114弄,
嘉定区,新成路街道,仓场社区居委会,迎园老4坊,仓场路,
嘉定区,新成路街道,仓场社区居委会,迎园3坊,仓场路,
嘉定区,新成路街道,仓场社区居委会,迎园西一坊,仓场路,
嘉定区,新成路街道,仓场社区居委会,迎园2坊,仓场路,
嘉定区,新成路街道,仓场社区居委会,迎园东一坊,新成路261弄,
嘉定区,新成路街道,沧海社区居委会,沧海绿苑,澄浏中路2500弄,"""601948867e3a052fd4976a07"""
嘉定区,新成路街道,沧海社区居委会,鸿达嘉苑,澄浏中路2501弄,"""601948847e3a052fd49769fd"""
嘉定区,新成路街道,南陈社区居委会,南陈小区,仓场路421-441弄,"""601948887e3a052fd4976a0c"""
嘉定区,新成路街道,南塘河社区居委会,钜凯馨园,和政路885弄,"""6019487c7e3a052fd49769e9"""
嘉定区,新成路街道,新成社区居委会,新成3、4坊,迎园中路415弄、485弄,
嘉定区,新成路街道,新成社区居委会,新成6坊,迎园路485弄,
嘉定区,新成路街道,新成社区居委会,新成8坊,迎园路488弄,
嘉定区,新成路街道,新成社区居委会,新成5坊,迎园路415弄,
嘉定区,新成路街道,新望社区居委会,塔城东路255弄,塔城东路255弄,
嘉定区,新成路街道,新望社区居委会,迎园路300弄151支弄,迎园路300弄151支弄,
嘉定区,新成路街道,新望社区居委会,迎园路300弄50支弄,迎园路300弄50支弄,
嘉定区,新成路街道,新望社区居委会,迎园路277弄,迎园路277弄,
嘉定区,新成路街道,新望社区居委会,迎园路351弄,迎园路351弄,"""6019489c7e3a052fd4976a46"""
嘉定区,新成路街道,新望社区居委会,迎园路300弄65支弄,迎园路300弄65支弄,
嘉定区,新成路街道,新望社区居委会,新望花园,仓场路330、350弄,"""601948727e3a052fd49769cf"""
嘉定区,新成路街道,迎园社区居委会,迎园6、7坊,迎园路迎宾路口以东,
嘉定区,新成路街道,迎园社区居委会,迎园11坊,迎园路新成路以西35米（路北）,
嘉定区,新成路街道,迎园社区居委会,迎园5、8坊,迎园路迎园中路口以南,
嘉定区,新成路街道,迎园社区居委会,迎园10坊,迎园中路迎园西路以北50米,
嘉定区,新成路街道,源珉社区居委会,嘉宝花园,墅沟路888弄,
嘉定区,新成路街道,源珉社区居委会,嘉源小区,新成路129弄,"""601948837e3a052fd49769fb"""
嘉定区,真新街道,丰西社区,丰庄北路151弄,丰庄北路151弄,
嘉定区,真新街道,丰西社区,丰庄西路551弄,丰庄西路551弄,
嘉定区,真新街道,丰一社区居委会,丰庄一村,丰庄路450弄,"""601944c07e3a052fd4975dde"""
嘉定区,真新街道,吉镇社区居委会,金祥坊,吉镇路445弄,"""601944be7e3a052fd4975dd7"""
嘉定区,真新街道,吉镇社区居委会,家旺新苑,梅川路1493弄,"""601944ae7e3a052fd4975da8"""
嘉定区,真新街道,吉镇社区居委会,小金元,梅川路1493弄,"""6019449c7e3a052fd4975d7e"""
嘉定区,真新街道,吉镇社区居委会,嘉泰花园,梅川路1725弄,
嘉定区,真新街道,金沙社区居委会,绿地新丰苑,丰庄西路460弄,"""601944747e3a052fd4975d27"""
嘉定区,真新街道,金沙社区居委会,丰庄西路433弄,丰庄西路433弄,
嘉定区,真新街道,金沙社区居委会,丰庄西路480弄,丰庄西路480弄,
嘉定区,真新街道,梅川社区,梅川雅苑,梅川路1566弄,"""601944ad7e3a052fd4975da6"""
嘉定区,真新街道,梅川社区,大金元,梅川路1680弄,
嘉定区,真新街道,梅川社区,真南小区,梅川路1728弄,"""601944a47e3a052fd4975d90"""
嘉定区,真新街道,梅川社区,泰宸景苑,梅川路1558弄,"""601944c47e3a052fd4975de8"""
嘉定区,真新街道,清峪社区居委会,都市港湾一期,新郁路199弄,
嘉定区,真新街道,清峪社区居委会,金沙丽晶苑,丰庄路99弄,"""601944cc7e3a052fd4975dfe"""
嘉定区,真新街道,清峪社区居委会,嘉乐之春69弄,新郁路69,
嘉定区,真新街道,清峪社区居委会,都市港湾二期,新郁路199弄,
嘉定区,真新街道,铜川社区居委会,三元及地苑,铜川路2558弄,"""601944b17e3a052fd4975db3"""
金山区,漕泾镇,海涯村村委会,海涯新苑,漕廊公路986弄601号,
金山区,漕泾镇,花园居委会,金桂花苑,中一西路405弄,"""60195c877e3a052fd497a9f8"""
金山区,漕泾镇,建龙居委会,中一东路（西）,共建路25号,
金山区,漕泾镇,建龙居委会,康发小区,共建路25号,"""60195b847e3a052fd497a6dc"""
金山区,漕泾镇,建龙居委会,康鑫小区,共建路25号,
金山区,漕泾镇,建龙居委会,山青小区,共建路25号,
金山区,漕泾镇,建龙居委会,东河小区,共建路25号,
金山区,漕泾镇,绿地居委会,绿地Ⅱ期,富漕路横泾路路口,
金山区,漕泾镇,绿地居委会,绿地Ⅰ期,富漕路横泾路路口,
金山区,枫泾镇,白牛新村居委会,白牛新村,白牛路101号,"""60195cb87e3a052fd497aa8e"""
金山区,枫泾镇,白牛新村居委会,白牛二村,白牛路128弄,"""60195c7d7e3a052fd497a9d7"""
金山区,枫泾镇,枫岸居委会,枫岸华庭,枫湾路500弄54号,"""60195d007e3a052fd497ab84"""
金山区,枫泾镇,枫香名苑管委会,枫香名苑,枫兰路128弄,"""60195cdb7e3a052fd497ab01"""
金山区,枫泾镇,枫阳居委会,枫阳新村,金波路375弄9号,"""60195cfb7e3a052fd497ab73"""
金山区,枫泾镇,枫阳居委会,云枫苑,泾波路376弄,"""60195ca57e3a052fd497aa55"""
金山区,金山工业区,恒康居委会,恒康小区,金山工业区恒康路258弄,
金山区,金山工业区,恒顺居委会,恒顺小区,金山工业区恒顺路216弄178号102号,
金山区,金山工业区,恒信居委会,恒信小区,金山工业区恒顺路215弄317号,
金山区,金山卫镇,北门居委会,绿地金山老街,龙轩路1429弄,
