sid,isb,search,title,dizhi,lng,lat,similarity,name,district,fLng,fLat,followerCount,_id,fAddress
1JJJ7K3BEB,黄浦原水小区,黄浦原水小区,[黄浦] 黄浦原水小区,制造局路208弄,121.483612,31.208049,0.5,原水小区(卢湾),黄浦,121.476329,31.214584,187,601948177e3a052fd49768ae,泰康路190弄1-6号
B0TUJTVVNG,乔家栅小区,乔家栅小区,[黄浦] 乔家栅小区,凝和路139弄,121.493976,31.217271,0.5454545454545454,乔家路133弄,黄浦,121.5030254,31.2232238,4,601947a97e3a052fd4976771,乔家路133弄
8NBWVYVL1Q,开元坊,开元坊,[黄浦] 开元坊,西藏南路900弄,121.485071,31.213642,0.6666666666666666,开源大厦,黄浦,121.479215,31.204187,74,601947a97e3a052fd4976777,瞿溪路1168号
WSJOZTV1RG,虹梅佳苑,虹梅佳苑,[闵行] 虹梅佳苑,莘朱路1688号,121.418963,31.121459,0,梅家街203号,黄浦,121.500914,31.22333,,601947ac7e3a052fd497677c,梅家街203号
CTHZA4PC4G,建国中路18弄小区,建国中路18弄小区,[黄浦] 建国中路18弄小区,建国中路18号,121.469745,31.21012,0.4,建国中路133号,黄浦,121.475398,31.215362,,601947ac7e3a052fd497677e,建国中路133号
,____,,______,,,,0,斜徐路595号,黄浦,121.47915900003,31.212143864036,,601947ad7e3a052fd4976781,斜徐路595号
34NQ26JX9E,斜土路556弄小区,斜土路556弄小区,[黄浦] 斜土路556弄小区,斜土路556弄,121.4759,31.202572,0.4,斜土路620号,黄浦,121.48086375842,31.208558448005,,601947ae7e3a052fd4976783,斜土路620号
2TCQXYAOLW,万科金域澜湾,万科金域澜湾,[浦东] 万科金域澜湾,雪绒花路369弄,121.922536,30.915819,0,金玉兰广场,黄浦,121.477149,31.210693,,601947b07e3a052fd4976785,打浦路1号
15GLSMSMXT,中华美路5弄小区,中华美路5弄小区,[闵行] 中华美路5弄小区,中华美路5弄,121.328973,31.217978,0,华美达广场酒店,黄浦,121.479142,31.208117,1,601947b17e3a052fd4976788,斜土路688号（斜土路710号）
NFRDTSNMLM,杨泰康苑,杨泰康苑,[宝山] 杨泰康苑,松兰路328弄,121.449325,31.37309,0,泰康路10弄,黄浦,121.47825989224,31.214490936149,,601947b17e3a052fd497678a,泰康路10弄
430FUKB9DF,鲁班路400弄小区,鲁班路400弄小区,[黄浦] 鲁班路400弄小区,鲁班路400弄,121.475748,31.200427,0.4,鲁班路372号,黄浦,121.48182757824,31.207810522502,1,601947b17e3a052fd497678c,鲁班路372号
FFI9YQ15IS,六十四阶别墅,六十四阶别墅,[浦东] 六十四阶别墅,杨高南路5777号,121.543333,31.130509,0,柳市路80号,黄浦,121.505273,31.217823,2,601947f67e3a052fd4976859,柳市路80号
PRFOCPWM0S,中华苑,中华苑,[黄浦] 中华苑,光启南路428号,121.494987,31.215342,0.6666666666666666,中华路367号,黄浦,121.5051058,31.22515568,2,601947f97e3a052fd497685b,中华路367号
6Z2NE2KDMO,东怡花苑,东怡花苑,[黄浦] 东怡花苑,局门路599弄,121.483362,31.200702,0.6,怡华大楼,黄浦,121.5048936,31.21764673,2,601947fa7e3a052fd4976861,陆家浜路471号
,____,,______,,,,0,药局弄95弄,黄浦,121.502431,31.223958,2,601947fa7e3a052fd4976865,药局弄95弄
WSJOZTV1RG,虹梅佳苑,虹梅佳苑,[闵行] 虹梅佳苑,莘朱路1688号,121.418963,31.121459,0,梅家街124弄,黄浦,121.501271,31.226297,3,601947fa7e3a052fd4976867,梅家街124弄
GHK9CMDXPE,赵家桥小区,赵家桥小区,[静安] 赵家桥小区,"北京西路1585号,常德路319号",121.446361,31.226507,0,赵家宅小区,黄浦,121.501127,31.227129,3,601947fd7e3a052fd497686b,"复兴东路540弄, 灵济街54号"
,____,,______,,,,0,和顺街26弄,黄浦,121.5035414,31.22604047,3,601947fd7e3a052fd497686d,和顺街26弄
PXMTZFPILF,东江小区,东江小区,[闵行] 东江小区,兰坪路301弄,121.419755,31.008299,0,东江阴街194号,黄浦,121.5037165,31.21965886,3,601947fe7e3a052fd497686f,东江阴街194号
9IUUHZZMBW,光启公寓,光启公寓,[徐汇] 光启公寓,"南丹路118号,南丹路128弄",121.432636,31.188757,0,光启南路286弄,黄浦,121.501501,31.222982,4,601947fe7e3a052fd4976871,光启南路286弄
JD5ACTYJXB,斜土路734弄小区,斜土路734弄小区,[黄浦] 斜土路734弄小区,斜土路734弄,121.472375,31.201833,0.4,斜土路734弄,黄浦,121.4787069,31.20807458,59,601948017e3a052fd4976874,斜土路734弄
,____,,______,,,,0,药局弄79弄,黄浦,121.502271,31.224281,,601947e57e3a052fd4976822,药局弄79弄
B0TUJTVVNG,乔家栅小区,乔家栅小区,[黄浦] 乔家栅小区,凝和路139弄,121.493976,31.217271,0.5454545454545454,乔家路50号,黄浦,121.50394754475,31.222252705769,,601947e67e3a052fd4976827,乔家路50号
RGUR3B2MF2,江阴小区,江阴小区,[黄浦] 江阴小区,威海路12弄,121.470737,31.228638,0.6,江阴街38-44号,黄浦,121.50072229829,31.219785875934,,601947e67e3a052fd4976829,江阴街38-44号
RGUR3B2MF2,江阴小区,江阴小区,[黄浦] 江阴小区,威海路12弄,121.470737,31.228638,0.6,江阴街33号,黄浦,121.50156236953,31.220027205126,,601947e77e3a052fd497682b,江阴街33号
ZXWHYTOGDN,步阳御江金都1期,步阳御江金都1期,[嘉定] 步阳御江金都1期,嘉唐公路88弄,121.244153,31.397692,0,俞家弄141号,黄浦,121.5025086,31.22277865,,601947e97e3a052fd497682f,俞家弄141号
9IUUHZZMBW,光启公寓,光启公寓,[徐汇] 光启公寓,"南丹路118号,南丹路128弄",121.432636,31.188757,0,光启南路362弄,黄浦,121.5017606,31.22174371,,601947e97e3a052fd4976831,光启南路362弄
WBIIJQ5JN4,巡道街小区,巡道街小区,[黄浦] 巡道街小区,巡道街194弄,121.497018,31.21765,0.5454545454545454,巡道街88弄,黄浦,121.5039351,31.22500514,,601947ea7e3a052fd4976833,巡道街88弄
WBIIJQ5JN4,巡道街小区,巡道街小区,[黄浦] 巡道街小区,巡道街194弄,121.497018,31.21765,0.5454545454545454,巡道街小区,黄浦,121.5039152,31.22332293,,601947eb7e3a052fd4976835,巡道街194弄
B0TUJTVVNG,乔家栅小区,乔家栅小区,[黄浦] 乔家栅小区,凝和路139弄,121.493976,31.217271,0.5454545454545454,乔家路258弄8支弄,黄浦,121.5007797,31.2232001,,601947ed7e3a052fd4976838,乔家路258弄8支弄
B0TUJTVVNG,乔家栅小区,乔家栅小区,[黄浦] 乔家栅小区,凝和路139弄,121.493976,31.217271,0.5454545454545454,乔家路104号,黄浦,121.5032518,31.22276885,,601947ed7e3a052fd497683a,乔家路104号
6LKC9DBDRB,申升公寓,申升公寓,[黄浦] 申升公寓,"河南南路737号,河南南路747号",121.492792,31.215755,0.6,申升公寓,黄浦,121.499364,31.221567,86,6019482b7e3a052fd49768ed,河南南路747号
U3LDXJTOTY,薛家浜路242弄小区,薛家浜路242弄小区,[黄浦] 薛家浜路242弄小区,薛家浜路242弄,121.501753,31.210998,0.375,薛家浜路242弄,黄浦,121.5085763,31.21626889,84,6019482c7e3a052fd49768f2,薛家浜路242弄
LBEN0QMA7A,黄家小区,黄家小区,[黄浦] 黄家小区,黄家路55弄,121.497134,31.216017,0.6,黄家小区,黄浦,121.503448,31.221546,166,6019482d7e3a052fd49768f5,"黄家路55弄, 永泰街22号"
9OC6Z6DKBZ,阳光公寓(陆家浜路),阳光公寓(陆家浜路),[黄浦] 阳光公寓(陆家浜路),陆家浜路305弄,121.50055,31.211498,0.375,阳光公寓(黄浦),黄浦,121.507064,31.217349,268,6019482d7e3a052fd49768f7,陆家浜路305弄1-3号
JTGBHCMVBN,金南新苑,金南新苑,[黄浦] 金南新苑,陆家浜路413弄,121.499688,31.211913,0.6,金南新苑,黄浦,121.50675,31.217936,296,6019482e7e3a052fd49768f9,陆家浜路413弄3-5号（单号）
IAO480G7EP,秀水苑,秀水苑,[黄浦] 秀水苑,"多稼路168号,多稼路208号",121.502075,31.211705,0.6666666666666666,秀水苑(黄浦),黄浦,121.508436,31.217319,339,6019482f7e3a052fd49768fc,"多稼路208号,多稼路168号"
IW9NSK88KY,阳光里,阳光里,[黄浦] 阳光里,陆家浜路305弄,121.500855,31.212148,0.6666666666666666,阳光里(黄浦),黄浦,121.507466,31.21791,363,601948307e3a052fd49768fe,陆家浜路305弄4-8号
BIOT9CUGR8,外滩中心,外滩中心,[黄浦] 外滩中心,延安东路222号,121.487223,31.232522,0.6,外滩公馆,黄浦,121.50898,31.217748,372,601948317e3a052fd4976900,薛家浜路159弄
XC6G9NXUPG,浩城华苑,浩城华苑,[黄浦] 浩城华苑,黄家路88弄,121.496125,31.215454,0.6,浩城华苑,黄浦,121.502473,31.221469,559,601948317e3a052fd4976902,黄家路88弄
MVAJVWBKCO,南花苑,南花苑,[黄浦] 南花苑,黄家路99弄,121.496013,31.216439,0.6666666666666666,南花苑,黄浦,121.502478,31.221842,404,601948327e3a052fd4976904,黄家路99弄
PRFOCPWM0S,中华苑,中华苑,[黄浦] 中华苑,光启南路428号,121.494987,31.215342,0.6666666666666666,中华路319号,黄浦,121.50533,31.225856,1,601947ee7e3a052fd497683c,中华路319号
,____,,______,,,,0,西唐家弄113号,黄浦,121.500166,31.225876,,601947ef7e3a052fd497683e,西唐家弄113号（艾家弄75号）
,____,,______,,,,0,西唐家弄107弄,黄浦,121.501874,31.225827,1,601947ef7e3a052fd4976840,西唐家弄107弄
780TI7Q1HF,虹桥新城,虹桥新城,[长宁] 虹桥新城,长宁路1661弄,121.40652,31.216205,0,虹桥弄28弄18号,黄浦,121.499822,31.227056,1,601947f17e3a052fd4976849,虹桥弄28弄18号
GHK9CMDXPE,赵家桥小区,赵家桥小区,[静安] 赵家桥小区,"北京西路1585号,常德路319号",121.446361,31.226507,0,赵家宅路51号,黄浦,121.502748,31.225188,1,601947f27e3a052fd497684b,赵家宅路51号
,____,,______,,,,0,药局弄85号,黄浦,121.503083,31.223769,1,601947f27e3a052fd497684d,药局弄85号
RGUR3B2MF2,江阴小区,江阴小区,[黄浦] 江阴小区,威海路12弄,121.470737,31.228638,0.6,江阴街35号,黄浦,121.50152705409,31.220028875165,1,601947f37e3a052fd4976850,江阴街35号
WBIIJQ5JN4,巡道街小区,巡道街小区,[黄浦] 巡道街小区,巡道街194弄,121.497018,31.21765,0.5454545454545454,巡道街15号,黄浦,121.504166,31.22641372,1,601947f57e3a052fd4976852,巡道街15号
,____,,______,,,,0,天灯弄120弄,黄浦,121.5027955,31.22540087,1,601947f67e3a052fd4976854,天灯弄120弄
1IVWCCQMZE,大孚新村小区,大孚新村小区,[长宁] 大孚新村小区,遵义路757弄,121.408304,31.215504,0,大夫坊76号,黄浦,121.502883,31.226134,2,601947f67e3a052fd4976856,大夫坊76号
3R5DDQEOJV,思南路26弄小区,思南路26弄小区,[黄浦] 思南路26弄小区,思南路26弄,121.465798,31.218747,0.42857142857142855,思南路82弄,黄浦,121.4768188,31.21558236,2,601947bc7e3a052fd49767ab,思南路82弄
LW6ZZHDU49,海佳大厦,海佳大厦,[黄浦] 海佳大厦,"陕西南路231弄,永嘉路41号",121.46209,31.210077,0.6,艾家弄24号,黄浦,121.500132,31.226765,,601947be7e3a052fd49767b1,艾家弄24号
SYF7T1ZLFV,豫欣公寓,豫欣公寓,[黄浦] 豫欣公寓,制造局路363弄,121.485842,31.206022,0.6,裕兴大厦(办公楼),黄浦,121.4763119,31.20287652,2,601947be7e3a052fd49767b3,瑞金南路345弄1号
,____,,______,,,,0,望云路155弄,黄浦,121.499773,31.225457,,601947be7e3a052fd49767b7,望云路155弄1-9号
,____,,______,,,,0,西唐家弄103号,黄浦,121.500265,31.22595,,601947c17e3a052fd49767bb,西唐家弄103号
,____,,______,,,,0,药局弄69弄,黄浦,121.503124,31.224004,,601947c17e3a052fd49767bd,药局弄69弄8号
,____,,______,,,,0,桑园街10号,黄浦,121.504176,31.219352,,601947c17e3a052fd49767bf,桑园街10号
AHIR6QOIEW,浦东梅园新村,浦东梅园新村,[浦东] 浦东梅园新村,福山路40弄,121.52326,31.237335,0,东梅家街36号,黄浦,121.502256,31.225527,,601947c27e3a052fd49767c1,东梅家街36号
9IUUHZZMBW,光启公寓,光启公寓,[徐汇] 光启公寓,"南丹路118号,南丹路128弄",121.432636,31.188757,0,光启南路188-194号,黄浦,121.501299,31.224631,,601947c47e3a052fd49767c4,光启南路188-194号
,____,,______,,,,0,望云路145号,黄浦,121.499633,31.225554,,601947c57e3a052fd49767c6,望云路145号
RQAA3TN336,步高苑,步高苑,[黄浦] 步高苑,陕西南路307弄,121.46254,31.205915,0.6666666666666666,步高苑,黄浦,121.468898,31.211539,629,601948437e3a052fd4976940,陕西南路307弄
HAT6NHATXW,瑞南新苑,瑞南新苑,[黄浦] 瑞南新苑,瑞金南路185弄,121.468866,31.200129,0.6,瑞南新苑,黄浦,121.47508,31.206002,647,601948437e3a052fd4976942,瑞金南路185弄
34NQ26JX9E,斜土路556弄小区,斜土路556弄小区,[黄浦] 斜土路556弄小区,斜土路556弄,121.4759,31.202572,0.4,斜土新村,黄浦,121.477141,31.205348,640,601948447e3a052fd4976944,打浦路316弄
RLQGCUUISK,德玛公寓,德玛公寓,[黄浦] 德玛公寓,肇嘉浜路188弄,121.463145,31.20386,0.6,德玛公寓,黄浦,121.469647,31.210093,746,601948457e3a052fd4976946,肇嘉浜路188弄
GVZWKUAWPC,瑞金花园,瑞金花园,[黄浦] 瑞金花园,建国西路91弄,121.465078,31.2062,0.6,瑞金花园,黄浦,121.471379,31.212129,789,601948467e3a052fd4976948,建国西路91弄1-3号
YAI0HULDW0,名盛苑,名盛苑,[黄浦] 名盛苑,瑞金南路333弄,121.469935,31.19829,0.6666666666666666,名盛苑,黄浦,121.47629,31.204359,813,601948477e3a052fd497694b,"瑞金南路333弄, 黄浦区"
UTUCYUK7IG,东晖花苑,东晖花苑,[黄浦] 东晖花苑,打浦路398弄,121.472116,31.197517,0.6,东晖花苑,黄浦,121.4784229,31.20350887,820,601948487e3a052fd497694d,打浦路398弄
XT1M2LWCVA,南园新村,南园新村,[黄浦] 南园新村,瞿溪路1072弄,121.474289,31.197747,0.6,南园小区,黄浦,121.480363,31.202975,905,601948497e3a052fd4976950,打浦路457弄
JNLIBGNTKN,思南新苑,思南新苑,[黄浦] 思南新苑,思南路88弄,121.470488,31.208545,0.6,思南新苑,黄浦,121.476932,31.214656,1039,601948497e3a052fd4976955,思南路88弄
1PN5957SD0,海华花园,海华花园,[黄浦] 海华花园,打浦路38弄,121.468959,31.204447,0.6,海华花园,黄浦,121.475439,31.210429,1084,6019484b7e3a052fd497695a,打浦路38弄
3R5DDQEOJV,思南路26弄小区,思南路26弄小区,[黄浦] 思南路26弄小区,思南路26弄,121.465798,31.218747,0.42857142857142855,思南路115弄,黄浦,121.477629,31.21469277,323,6019483a7e3a052fd4976923,思南路115弄
NWUEXCUZF0,打浦路339弄小区,打浦路339弄小区,[黄浦] 打浦路339弄小区,打浦路339弄,121.472068,31.199435,0.4,打浦路339弄,黄浦,121.4785415,31.20555504,357,6019483b7e3a052fd4976925,打浦路339弄
RQOMAKVO80,瑞金二路48弄小区,瑞金二路48弄小区,[黄浦] 瑞金二路48弄小区,瑞金二路48弄,121.463813,31.215936,0.4,瑞金二路410弄,黄浦,121.4733196,31.21329489,414,6019483d7e3a052fd4976928,瑞金二路410弄
PJTGTWWN09,瞿西新村,瞿西新村,[黄浦] 瞿西新村,瞿溪路1254弄,121.47081,31.197275,0.6,瞿西新村,黄浦,121.4767952,31.20376059,415,6019483d7e3a052fd497692a,"瞿溪路1254弄, 瞿溪路1252弄, 瞿溪路1240弄"
SCR4BWPJBD,扬子江家园,扬子江家园,[黄浦] 扬子江家园,打浦路258弄,121.470368,31.200019,0.5454545454545454,扬子江家园,黄浦,121.476757,31.206254,429,6019483e7e3a052fd497692c,打浦路258弄
BJ7KSS0G7G,郁金香花苑,郁金香花苑,[黄浦] 郁金香花苑,斜土路810弄,121.469897,31.200838,0.5454545454545454,郁金香花苑,黄浦,121.476343,31.207131,484,6019483f7e3a052fd497692e,斜土路810弄1-12号
XT1M2LWCVA,南园新村,南园新村,[黄浦] 南园新村,瞿溪路1072弄,121.474289,31.197747,0.6,南园新村,黄浦,121.4812166,31.2048509,509,601948407e3a052fd4976934,瞿溪路1072弄
BDYHYFDKLO,绿洲仕格维花园,绿洲仕格维花园,[黄浦] 绿洲仕格维花园,"打浦路25-1,29,35号",121.471042,31.203439,0.46153846153846156,绿洲仕格维花园,黄浦,121.477423,31.209398,539,601948407e3a052fd4976938,"打浦路25号,打浦路29号,打浦路35号"
6HDNPDWZUK,海丽花园,海丽花园,[黄浦] 海丽花园,打浦路80弄,121.469686,31.203425,0.6,海丽花园,黄浦,121.475996,31.209421,522,601948417e3a052fd497693a,打浦路80弄
7IKWQK9JVC,东泰花苑,东泰花苑,[黄浦] 东泰花苑,打浦路299弄,121.471779,31.200651,0.6,东泰花苑,黄浦,121.478412,31.206568,611,601948427e3a052fd497693d,打浦路299弄
2CRHOTE5VM,长峰馨园,长峰馨园,[黄浦] 长峰馨园,南仓街118号,121.499625,31.212919,0.6,长峰馨园,黄浦,121.506207,31.218731,664,601948327e3a052fd4976906,柳市路1弄1-10号
J40EI999F2,明日星城2期,明日星城2期,[黄浦] 明日星城2期,"中华路868弄,陆家浜路667号",121.494163,31.214674,0.5,明日星城(二期、三期),黄浦,121.500733,31.220268,810,601948347e3a052fd4976909,中华路868弄
0YEUYXFXUR,阳光翠竹苑,阳光翠竹苑,[黄浦] 阳光翠竹苑,陆家浜路521弄,121.498339,31.213202,0.5454545454545454,阳光翠竹苑,黄浦,121.504745,31.217768,802,601948347e3a052fd497690b,陆家浜路521弄
J40EI999FX,明日星城1期,明日星城1期,[黄浦] 明日星城1期,河南南路1009弄,121.494222,31.213587,0.5,明日星城（一期）,黄浦,121.500878,31.219447,2157,601948357e3a052fd497690d,"河南南路1001弄（一期）, 河南南路1009弄（一期）, 江阴街34、36号, 河南南路868弄"
FNF95P8YFD,复兴南苑,复兴南苑,[黄浦] 复兴南苑,瞿溪路1199弄,121.471211,31.198379,0.6,复兴南苑,黄浦,121.477634,31.204439,289,601948357e3a052fd4976912,瞿溪路1199弄
TWBDFLII7A,建国公馆,建国公馆,[黄浦] 建国公馆,建国中路1号,121.471664,31.210285,0.6,建国大厦,黄浦,121.478203,31.216348,274,601948367e3a052fd4976915,建国中路1号
71ROF28IX0,天天花园,天天花园,[黄浦] 天天花园,徐家汇路518号,121.471125,31.207554,0.6,天天花园,黄浦,121.477412,31.21341,291,601948387e3a052fd497691a,"徐家汇路518号,徐家汇路528号"
1VRXEQXKNW,帝庭,帝庭,[黄浦] 帝庭,斜徐路569号,121.472131,31.207218,0.75,帝庭,黄浦,121.478611,31.213185,317,601948387e3a052fd497691c,徐家汇路569号（徐家汇路559号）
6CNKBWCJDE,五岭小区,五岭小区,[黄浦] 五岭小区,瞿溪路1111弄,121.473445,31.199871,0.6,五岭小区,黄浦,121.480278,31.205154,323,601948397e3a052fd497691f,瞿溪路1111弄
,____,,______,,,,0,康瞿小区,黄浦,121.477065,31.201776,355,6019483a7e3a052fd4976921,中山南一路1109弄
D49CGHRJIM,双钱公寓,双钱公寓,[黄浦] 双钱公寓,徐家汇路558弄,121.469592,31.20674,0.6,双钱公寓,黄浦,121.47608,31.212959,218,601948187e3a052fd49768b6,徐家汇路558弄
VMJYXTWKRA,瑞金南路271弄小区,瑞金南路271弄小区,[黄浦] 瑞金南路271弄小区,瑞金南路271弄,121.468968,31.199007,0.375,瑞金南路63弄,黄浦,121.474778,31.209355,213,601948187e3a052fd49768b8,瑞金南路63弄
THNTSA2HXL,日月光伯爵天地鼎固君庭,日月光伯爵天地鼎固君庭,[嘉定] 日月光伯爵天地鼎固君庭,皇庆路88弄,121.237867,31.394267,0,日月光中心伯爵居,黄浦,121.474135,31.213016,216,601948197e3a052fd49768ba,瑞金二路411号
OJSUD9CYCL,瞿中小区,瞿中小区,[黄浦] 瞿中小区,瞿溪路1145弄,121.472898,31.199179,0.6,瞿中小区,黄浦,121.479466,31.2046384,222,6019481c7e3a052fd49768be,瞿溪路1145弄
NWUEXCUZF0,打浦路339弄小区,打浦路339弄小区,[黄浦] 打浦路339弄小区,打浦路339弄,121.472068,31.199435,0.4,打浦路303弄,黄浦,121.478172,31.20582,223,6019481c7e3a052fd49768c0,打浦路303弄
9IUUHZZMBW,光启公寓,光启公寓,[徐汇] 光启公寓,"南丹路118号,南丹路128弄",121.432636,31.188757,0,光启路105号,黄浦,121.500231,31.226604,5,6019481e7e3a052fd49768c2,光启路105号
,____,,______,,,,0,南仓街30弄,黄浦,121.5072338,31.21995193,5,6019481f7e3a052fd49768c5,南仓街30弄
B0TUJTVVNG,乔家栅小区,乔家栅小区,[黄浦] 乔家栅小区,凝和路139弄,121.493976,31.217271,0.5454545454545454,乔家栅小区,黄浦,121.5004169,31.22290534,5,601948207e3a052fd49768c7,"凝和路139弄, 凝和路147弄, 乔家路276号, 乔家路272号"
HJD44G3PQ1,复兴坊,复兴坊,[黄浦] 复兴坊,复兴中路553弄,121.467406,31.214451,0.6666666666666666,复兴东路404弄,黄浦,121.5032216,31.22706057,6,601948217e3a052fd49768c9,复兴东路404弄
YGB6VEYIX2,锦三角花园,锦三角花园,[浦东] 锦三角花园,锦绣路2885弄,121.542545,31.186616,0,三角大楼,黄浦,121.5071204,31.21715069,9,601948217e3a052fd49768cf,陆家浜路285号
FFI9YQ15IS,六十四阶别墅,六十四阶别墅,[浦东] 六十四阶别墅,杨高南路5777号,121.543333,31.130509,0,柳市路86号,黄浦,121.5053496,31.21763304,9,601948237e3a052fd49768d4,柳市路86号
5KUBXQULUS,永泰西郊苑,永泰西郊苑,[长宁] 永泰西郊苑,青溪路500号,121.373861,31.200259,0,永泰街43弄,黄浦,121.5040401,31.2214083,9,601948237e3a052fd49768d6,永泰街43弄
FFI9YQ15IS,六十四阶别墅,六十四阶别墅,[浦东] 六十四阶别墅,杨高南路5777号,121.543333,31.130509,0,柳市路84号,黄浦,121.5052917,31.21756813,12,601948247e3a052fd49768d8,柳市路84号
DYOHEKYWRC,东礁一村,东礁一村,[金山] 东礁一村,龙胜路545号,121.33895,30.723292,0,董家渡路450弄,黄浦,121.5065143,31.22064383,13,601948257e3a052fd49768db,董家渡路450弄
9JJQZLTZJV,美罗家园吉翔苑,美罗家园吉翔苑,[宝山] 美罗家园吉翔苑,年吉路358弄,121.340842,31.400874,0,集贤邨,黄浦,121.5044574,31.22484989,16,601948267e3a052fd49768dd,"金坛路35弄, 金坛路35弄1-44号"
HJD44G3PQ1,复兴坊,复兴坊,[黄浦] 复兴坊,复兴中路553弄,121.467406,31.214451,0.6666666666666666,复兴东路310-354号,黄浦,121.504843,31.226519,25,601948277e3a052fd49768df,"复兴东路310号, 复兴东路330号, 复兴东路338号, 复兴东路346号, 复兴东路354号"
,____,,______,,,,0,面筋小区,黄浦,121.50522348712,31.226225743673,24,601948287e3a052fd49768e1,"面筋弄11-35号, 中华路297-305号"
9IUUHZZMBW,光启公寓,光启公寓,[徐汇] 光启公寓,"南丹路118号,南丹路128弄",121.432636,31.188757,0,光启南路80号,黄浦,121.5008526,31.2265462,29,601948287e3a052fd49768e3,光启南路80号
7JVWBKCRSI,中恒苑,中恒苑,[徐汇] 中恒苑,上中路483弄,121.447835,31.13976,0,中恒公寓,黄浦,121.504151,31.225003,58,601948297e3a052fd49768e6,巡道街99号
9OC6Z6DKBZ,阳光公寓(陆家浜路),阳光公寓(陆家浜路),[黄浦] 阳光公寓(陆家浜路),陆家浜路305弄,121.50055,31.211498,0.375,陆家浜路413弄,黄浦,121.5067551,31.21788043,76,6019482a7e3a052fd49768e8,陆家浜路413弄2-12号（双号）
U0QTKVCEQ8,大同花园南区,大同花园南区,[黄浦] 大同花园南区,鲁班路168弄,121.473073,31.204921,0.5,大同花园南区,黄浦,121.479789,31.210922,1135,6019484c7e3a052fd497695c,"鲁班路168弄（一期、二期）, 南塘浜路99弄（四期）, 鲁班路168弄1-9号"
VGXYVD3M72,中海海悦花园,中海海悦花园,[黄浦] 中海海悦花园,鲁班路388弄,121.474528,31.201601,0.5,海悦花园,黄浦,121.48093,31.207642,2066,6019484d7e3a052fd497695f,鲁班路388弄
FWACLQEDHQ,牌楼路41弄小区,牌楼路41弄小区,[黄浦] 牌楼路41弄小区,牌楼路41弄,121.486797,31.213789,0.42857142857142855,牌楼路41弄,黄浦,121.4929799,31.21972935,84,601948a87e3a052fd4976a62,牌楼路41弄
,____,,______,,,,0,梦花街194号,黄浦,121.49322773991,31.223967346444,1,601948ac7e3a052fd4976a65,梦花街194号
BMSMEWHXZN,蓬莱花苑,蓬莱花苑,[黄浦] 蓬莱花苑,河南南路655弄,121.492153,31.217904,0.6,蓬莱路402弄,黄浦,121.49458100033,31.222073865366,,601948ae7e3a052fd4976a6b,蓬莱路402弄
IKELOF1W7U,瑞金新苑,瑞金新苑,[黄浦] 瑞金新苑,"徐家汇路378号,徐家汇路388号",121.474389,31.209262,0.6,瑞金一路138号,黄浦,121.470174,31.22550431,3,601948b17e3a052fd4976a71,瑞金一路138号
DU02AK2AE3,淮海中路650弄小区,淮海中路650弄小区,[黄浦] 淮海中路650弄小区,淮海中路650弄,121.46623,31.220021,0.375,淮海中路670弄,黄浦,121.4723143,31.2259303,1,601948b27e3a052fd4976a73,淮海中路670弄
C6HQUXUM14,建国西路378弄,建国西路378弄,[徐汇] 建国西路378弄,建国西路378弄,121.455774,31.204575,0,建国西路138号,黄浦,121.4709095,31.21362156,3,601948b57e3a052fd4976a76,建国西路138号
DLXCI0SDMC,南昌路166弄小区,南昌路166弄小区,[黄浦] 南昌路166弄小区,南昌路166弄,121.466835,31.218863,0.4,南昌路156号,黄浦,121.4738842,31.22471077,,601948b77e3a052fd4976a78,南昌路156号
RXIXX5S9KM,绍兴路33号小区,绍兴路33号小区,[黄浦] 绍兴路33号小区,绍兴路33号,121.462744,31.208721,0.42857142857142855,绍兴路36弄,黄浦,121.4715075,31.21605719,,601948b77e3a052fd4976a7a,绍兴路36弄
NE9N4FS8PL,陕西南路186弄小区,陕西南路186弄小区,[徐汇] 陕西南路186弄小区,陕西南路186弄,121.457084,31.219138,0,陕西南路33甲号,黄浦,121.463955,31.227556,,601948c77e3a052fd4976aa5,陕西南路33甲号
U0QTKVCEQ2,大同花园北区,大同花园北区,[黄浦] 大同花园北区,鲁班路88弄,121.473042,31.206746,0.5,大同花园北区,黄浦,121.47919,31.21301088,806,601948c97e3a052fd4976aa8,鲁班路88弄（三期）
2V08LGANYN,瑞金二路69弄小区,瑞金二路69弄小区,[黄浦] 瑞金二路69弄小区,瑞金二路69弄,121.464769,31.217169,0.4,瑞金二路111号,黄浦,121.471752,31.220576,,601948c97e3a052fd4976aaa,瑞金二路111号
MKTCXO741O,雁荡路55弄小区,雁荡路55弄小区,[黄浦] 雁荡路55弄小区,雁荡路55弄,121.470041,31.219971,0.42857142857142855,雁荡路69号,黄浦,121.476618,31.226098,,601948ca7e3a052fd4976aac,雁荡路69号
RXIXX5S9KM,绍兴路33号小区,绍兴路33号小区,[黄浦] 绍兴路33号小区,绍兴路33号,121.462744,31.208721,0.42857142857142855,绍兴路20-30号,黄浦,121.471799,31.216189,,601948cb7e3a052fd4976ab2,"绍兴路20号, 绍兴路22号, 绍兴路24号, 绍兴路26号, 绍兴路28号, 绍兴路30号"
KPZBFGLGDW,香山丽舍,香山丽舍,[黄浦] 香山丽舍,香山路33弄,121.465449,31.2153,0.6,香山路8号,黄浦,121.472583,31.221989,,601948cc7e3a052fd4976ab4,香山路8号
